ano,id_municipio,id_municipio_nome,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2024,4314407,Pelotas,60037861,43057546,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4128534,Ventania,60032470,41062811,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,712.55,1.33
2024,1502152,Canaã dos Carajás,60002965,15023115,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,781.02,1.16
2024,4119152,Pinhais,60033639,41067671,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2105658,Junco do Maranhão,60005616,21025144,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,811.5586177,1.0505103
2023,2912509,Ibipitanga,60017560,29051149,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,748.3124607,0.8790385
2024,1302603,Manaus,60001515,13037149,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.79,1.1
2024,2916856,Itatim,60015295,29116825,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,668.37,1.0
2023,3118601,Contagem,60021815,31070753,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.0421317,0.783119
2024,4312377,Monte Alegre dos Campos,60039017,43100474,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4302808,Caçapava do Sul,60037050,43025620,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,701.1859195,1.3692438
2024,2508901,Mamanguape,60011250,25010871,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,793.36,1.19
2024,1302603,Manaus,60000816,13057765,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,757.25,1.26
2024,3503208,Araraquara,60029255,35012563,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3304557,Rio de Janeiro,60024917,33120821,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.51,1.08
2023,2915205,Itagibá,60017188,29090561,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,816.3359247,0.9654245
2023,2302107,Baturité,60007905,23090773,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,817.9548115,1.0
2023,4309555,Harmonia,60037862,43042952,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,779.9818772,1.048861
2024,3504008,Assis,60027248,35014840,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3529005,Marília,60029399,35119571,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.7665619,1.05
2023,3301702,Duque de Caxias,60025952,33024538,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.6433,1.198049
2023,2925303,Porto Seguro,60017392,29136388,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2111102,São João dos Patos,60005572,21068428,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,767.58,1.07
2023,2311355,Quixelô,60009162,23050088,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4302105,Bento Gonçalves,60036968,43030065,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.2084878,1.1017448
2023,5003306,Coxim,60040224,50536730,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,676.95,1.0
2024,5300108,Brasília,60042451,53008527,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,745.02,1.87
2024,2400208,Açu,60009607,24008607,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2303709,Caucaia,60008052,23020766,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,834.033508,1.0261756
2024,5002704,Campo Grande,60039694,50003365,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,683.99,1.1
2024,3200607,Aracruz,60022947,32045990,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3550308,São Paulo,60026723,35403405,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,791.2852498,1.3333333
2023,3301900,Itaboraí,60024574,33035303,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.4945,1.004716
2023,2602902,Cabo de Santo Agostinho,60012938,26037025,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,664.6234404,1.3943894
2024,4322509,Vacaria,60039025,43100665,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,723.8968449,1.0416667
2023,3300233,Armação dos Búzios,60025863,33012805,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3106200,Belo Horizonte,60018345,31119831,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,742.9473815,1.1016205
2024,5106182,Nova Lacerda,60040294,51048383,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5201108,Anápolis,60041013,52012237,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3145208,Nova Serrana,60022412,31177542,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,661.9362096,1.3484859
2023,4306601,Dom Pedrito,60037553,43025993,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4107652,Fazenda Rio Grande,60034053,41020685,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1600212,Cutias,60003779,16001271,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,751.59,1.0
2024,3543402,Ribeirão Preto,60031694,35159655,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,778.1776109,1.03125
2024,5001102,Aquidauana,60039615,50039280,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,738.07,1.2
2024,4304606,Canoas,60036737,43106096,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.6950488,5.75
2023,3201308,Cariacica,60022958,32020211,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.2221143,1.6891893
2024,4107207,Dois Vizinhos,60032907,41034554,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3304904,São Gonçalo,60025013,33082490,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,774.23,1.7
2024,3527306,Louveira,60031070,35103745,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,790.82607,1.0454545
2023,4125605,São Mateus do Sul,60033708,41127663,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,786.0261,1.157895
2024,1504455,Medicilândia,60002592,15046559,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,724.56,1.32
2023,3118601,Contagem,60022222,31024504,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,790.8825,0.9667919
2023,3304557,Rio de Janeiro,60025206,33121146,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.0767,1.192308
2023,3303500,Nova Iguaçu,60024758,33062578,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,768.2949,1.266816
2023,3304557,Rio de Janeiro,60025206,33121157,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,722.3178,1.192308
2023,4127882,Tunas do Paraná,60034163,41133719,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,759.1222474,1.0
2023,4317301,Santa Vitória do Palmar,60040165,43037877,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.3964079,1.059327
2024,4314902,Porto Alegre,60038046,43063911,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,727.2463598,1.0833333
2023,1709500,Gurupi,60003990,17012353,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3106705,Betim,60021670,31175077,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,803.56,1.04
2023,2704203,Limoeiro de Anadia,60013810,27000777,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.9769614,1.0833333
2024,2105153,Igarapé do Meio,60006080,21018471,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.41,1.1
2023,3304557,Rio de Janeiro,60025416,33091612,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,756.3979553,0.9711628
2024,3505708,Barueri,60030029,35237655,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,791.8363157,1.1111111
2024,3555109,Tupi Paulista,60027233,35002033,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.514298,1.2
2023,4104006,Campina Grande do Sul,60033825,41006485,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,829.7650415,1.0588679
2024,3549904,São José dos Campos,60026473,35186247,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,821.514298,1.1052632
2024,3520509,Indaiatuba,60029918,35051808,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2918407,Juazeiro,60015074,29040343,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3513009,Cotia,60027266,35251262,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.514298,1.1071429
2023,3114303,Carmo do Paranaíba,60019919,31045217,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,753.9746,1.078774
2024,3122306,Divinópolis,60021435,31095197,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,757.13,1.35
2023,2312205,Santa Quitéria,60007674,23089531,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,803.0688885,0.9814815
2024,3106200,Belo Horizonte,60017986,31191442,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,764.69,1.04
2024,3301702,Duque de Caxias,60024027,33023169,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,781.83,1.12
2023,5108501,Vera,60040832,51041841,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,690.97,1.1
2024,2933307,Vitória da Conquista,60016597,29263592,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,714.72,1.0
2024,4303103,Cachoeirinha,60036609,43008446,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3302403,Macaé,60023762,33043772,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.6086308,1.0220049
2023,4305108,Caxias do Sul,60037409,43090858,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.8906291,1.2938923
2024,3535507,Paraguaçu Paulista,60028530,35016752,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,778.2353432,1.0416667
2024,3301009,Campos dos Goytacazes,60023268,33017407,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.11,1.12
2023,3152131,Ponto Chique,60021726,31059791,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.0278,1.11061
2024,3106200,Belo Horizonte,60017970,31008311,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,754.97,1.13
2024,2601102,Araripina,60012892,26060656,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.11,1.11
2024,1302603,Manaus,60001248,13029871,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2603108,Cachoeirinha,60012023,26001484,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,718.0140136,1.1052632
2024,2905206,Caetité,60017661,29031000,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,742.97,1.0
2023,4204558,Correia Pinto,60036564,42072128,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,768.3590575,0.8660077
2023,2101400,Balsas,60006051,21060131,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,712.9833409,1.2891052
2023,4300406,Alegrete,60036803,43011038,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,706.9519007,1.408905
2024,3550308,São Paulo,60031751,35435382,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,786.4707045,1.08
2023,2103174,Centro Novo do Maranhão,60005964,21024426,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.6168253,1.4256738
2024,4113304,Laranjeiras do Sul,60033095,41063062,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,787.26,1.65
2024,3106200,Belo Horizonte,60018102,31051990,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,756.82,1.14
2023,5212501,Luziânia,60042578,52035212,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.104464,1.263953
2023,2310308,Parambu,60008463,23046951,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,808.9265614,0.984375
2023,3203205,Linhares,60022819,32027866,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,827.7452021,1.3622495
2024,3304557,Rio de Janeiro,60024637,33100590,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,777.03,1.17
2023,3301702,Duque de Caxias,60024498,33029350,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,738.797,1.024191
2023,3304557,Rio de Janeiro,60024853,33082590,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4323002,Viamão,60039680,43077142,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.4330491,1.0753028
2024,5107305,São José do Rio Claro,60040186,51010399,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.81,1.0
2024,4319901,Sapiranga,60038725,43091381,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3303401,Nova Friburgo,60023843,33057555,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.0444,1.136765
2024,3144805,Nova Lima,60018202,31077184,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,761.17,1.22
2023,4122909,Salto do Itararé,60034543,41129685,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5300108,Brasília,60042335,53011792,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,767.65,1.16
2023,2927408,Salvador,60016386,29119050,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,682.4735718,1.3080222
2024,4322806,Veranópolis,60039055,43048189,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2512408,Puxinanã,60010827,25025278,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,850.59,1.0
2024,3137502,Lagoa Formosa,60021575,31134764,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,652.51,1.15
2023,4315602,Rio Grande,60038695,43035915,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.6866395,0.867426
2024,1702109,Araguaína,60003930,17018835,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2209104,Santa Cruz do Piauí,60006841,22020039,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,824.73,1.0
2023,2111201,São José de Ribamar,60004226,21002920,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1302603,Manaus,60000718,13026063,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,698.6522319,1.3592806
2023,5208707,Goiânia,60041802,52002131,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,798.7005631,1.2073422
2024,3513801,Diadema,60027250,35255770,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.1643358,1.2307692
2024,5300108,Brasília,60042425,53027255,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,750.51,1.69
2024,4314902,Porto Alegre,60038099,43065970,11,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,1505536,Parauapebas,60003468,15057948,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.86,1.47
2024,2507507,João Pessoa,60011054,25002178,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,805.17,1.0
2024,3302403,Macaé,60025500,33039409,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.48,1.37
2024,3301009,Campos dos Goytacazes,60023216,33017160,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3131307,Ipatinga,60020702,31145117,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,831.4248,0.635586
2023,2913705,Inhambupe,60015959,29068217,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.3655843,1.1167094
2024,3550308,São Paulo,60029600,35338571,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.9311133,1.25
2023,3167202,Sete Lagoas,60021948,31157576,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,696.9441,0.7706965
2023,1500602,Altamira,60003483,15005923,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.6103112,1.1397978
2023,2307650,Maracanaú,60008218,23027304,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,694.2881451,0.9308642
2024,3205200,Vila Velha,60022686,32013689,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.98,1.04
2023,2311405,Quixeramobim,60008433,23041106,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,876.0941769,1.0353801
2024,2111748,Senador Alexandre Costa,60005175,21048409,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.56,1.0
2023,3131307,Ipatinga,60021361,31057150,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,722.502,1.350402
2024,2402907,Coronel João Pessoa,60010338,24013700,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.16,1.07
2024,3505609,Barrinha,60026008,35203328,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.7911839,1.0
2023,2504207,Catingueira,60010663,25030808,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4104808,Cascavel,60033138,41134391,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,843.3881,1.126806
2024,4208302,Itapema,60035292,42068665,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.58,1.85
2023,4308656,Garruchos,60039070,43082543,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.2356582,1.5742996
2024,1500206,Acará,60002379,15001885,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.45,1.22
2023,2704302,Maceió,60013972,27025223,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,697.1638852,1.1082625
2024,3533502,Novo Horizonte,60027354,35060521,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,772.7624975,1.0869565
2024,5100805,Apiacás,60040133,51000774,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,856.73,1.04
2024,3513405,Cruzeiro,60027640,35067936,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.4505176,1.1428571
2023,3101102,Aimorés,60019101,31198740,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,616.2189,1.753133
2023,4109401,Guarapuava,60033498,41070263,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,810.396,1.13493
2023,1709500,Gurupi,60003990,17012327,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.2313342,1.1086908
2024,3304557,Rio de Janeiro,60025363,33115821,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4207650,Iporã do Oeste,60036608,42048509,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,737.9294008,1.0209775
2024,2926004,Remanso,60014799,29903471,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,711.6,1.0
2024,3106705,Betim,60020718,31170304,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,741.2,1.0
2023,1302603,Manaus,60000641,13030086,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,695.3273711,1.1529489
2024,3136306,João Pinheiro,60019475,31154938,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,757.85,1.05
2024,1504208,Marabá,60002732,15041649,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4305108,Caxias do Sul,60036855,43016971,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.3317559,1.173913
2024,3160702,Santos Dumont,60018987,31196182,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,785.63,1.11
2024,4128005,Ubiratã,60031964,41056937,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.39,1.05
2023,2802908,Itabaiana,60014468,28104647,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,648.73,1.19
2024,3547809,Santo André,60026152,35311524,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,799.0009206,1.1111111
2024,4108403,Francisco Beltrão,60032938,41034111,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,802.13,1.16
2023,4219309,Videira,60035787,42096426,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,793.950739,1.3087248
2023,1600303,Macapá,60003616,16004840,12,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,664.8144312,0.8873774
2024,4205407,Florianópolis,60035717,42090961,12,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,4217709,Sombrio,60036064,42002836,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4205407,Florianópolis,60034817,42035204,10,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,4217956,Tigrinhos,60036078,42060719,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,795.07,1.29
2024,3304904,São Gonçalo,60025044,33081847,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1501402,Belém,60003343,15016974,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5107859,São Félix do Araguaia,60040744,51008022,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,719.99,1.09
2024,1200203,Cruzeiro do Sul,60000401,12001440,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3304557,Rio de Janeiro,60025357,33112149,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,785.58,1.25
2024,2612208,Salgueiro,60011439,26054929,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,814.37,1.0
2024,2111300,São Luís,60004402,21006150,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.53,1.0
2023,1500305,Afuá,60003273,15002201,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.4511177,2.2408834
2024,1501725,Brasil Novo,60003536,15018464,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.23,1.18
2023,5108402,Várzea Grande,60041198,51048522,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.37,1.24
2024,1502707,Conceição do Araguaia,60002809,15028148,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2914604,Irecê,60015358,29130873,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.1984379,1.1552167
2024,3556206,Valinhos,60029441,35048832,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,780.5060082,1.0
2024,2211001,Teresina,60006562,22011035,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,759.09,1.03
2023,1302603,Manaus,60001130,13032220,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,641.7492743,1.0375711
2024,3501608,Americana,60028793,35003310,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.360933,1.1153846
2024,4204608,Criciúma,60034621,42026280,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,780.58,1.57
2024,4219002,Urussanga,60034670,42087379,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,811.81,1.13
2023,3202405,Guarapari,60023381,32012563,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,799.4547483,1.0377363
2024,1506500,Santa Isabel do Pará,60002091,15067526,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,636.2,1.17
2024,1304203,Tefé,60000720,13026169,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,691.94,1.08
2023,5004304,Iguatemi,60040531,50591830,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,816.29,1.0
2024,2933307,Vitória da Conquista,60016585,29262075,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,681.8,1.0
2023,3303906,Petrópolis,60025736,33071257,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,739.9802,0.9738384
2024,4322509,Vacaria,60039013,43100268,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,748.8256356,1.1428571
2024,3302700,Maricá,60025629,33048320,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.2,1.21
2023,5007950,Tacuru,60040494,50729270,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,813.83,1.0
2023,4203204,Camboriú,60036255,42018006,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1504208,Marabá,60003031,15043742,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,735.82,1.92
2023,4307005,Erechim,60037600,43028378,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,772.45,1.221358
2024,3157807,Santa Luzia,60018235,31186921,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,742.37,1.04
2023,2913606,Ilhéus,60017148,29018359,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3157658,Santa Helena de Minas,60020232,31187445,12,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2024,3161106,São Francisco,60021468,31096127,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.24,1.06
